ID,householdID,communityID,j001s1,j001s2,j001s3,j001s4,j001s5,j001s6,j002,j003,j004s1,j004s2,j004s3,j005,j006,j007
05630212202,056302122,0563021,1,e,e,e,e,e,,1,0,0,0,3,5,2
05630210301,056302103,0563021,1,e,e,e,e,e,,1,0,0,0,2,6,3
05630210302,056302103,0563021,1,e,e,e,e,e,,2,0,0,0,2,5,3
05630211902,056302119,0563021,e,2,e,e,e,e,3,1,0,0,0,3,5,3
05630220401,056302204,0563022,e,2,e,e,e,e,3,2,0,0,0,3,4,3
05630220402,056302204,0563022,1,e,e,e,e,e,,2,0,0,0,3,5,3
05630221201,056302212,0563022,1,e,e,e,e,e,,3,0,0,0,3,4,1
05630220101,056302201,0563022,1,e,e,e,e,e,,1,0,0,0,2,5,3
05630220102,056302201,0563022,e,2,e,e,e,e,3,1,0,0,0,2,5,3
05630221601,056302216,0563022,e,2,e,e,e,e,3,1,0,0,0,3,5,3
05630221102,056302211,0563022,e,2,e,e,e,e,3,1,0,0,0,2,5,3
05630221101,056302211,0563022,1,e,e,e,e,e,,2,0,0,0,3,5,3
05630221402,056302214,0563022,e,2,e,e,e,e,3,1,0,0,0,2,5,3
05630221401,056302214,0563022,e,2,e,e,e,e,3,1,0,0,0,2,5,3
05630220201,056302202,0563022,1,e,e,e,e,e,,2,0,0,0,3,5,1
05630221302,056302213,0563022,e,2,e,e,e,e,3,1,0,0,0,2,5,3
05630221301,056302213,0563022,e,2,e,e,e,e,3,1,0,0,0,1,5,3
05630221701,056302217,0563022,e,e,e,e,5,e,3,2,0,0,0,3,5,1
05630220702,056302207,0563022,e,e,e,e,e,6,3,2,0,0,0,3,5,3
05630220701,056302207,0563022,e,e,e,e,5,e,3,1,0,0,0,2,5,3
05630220601,056302206,0563022,e,2,e,e,e,e,3,1,0,0,0,2,5,3
05630220602,056302206,0563022,e,2,e,e,e,e,3,1,0,0,0,2,5,3
05630221801,056302218,0563022,1,e,e,e,e,e,,1,0,0,0,2,5,3
05630221802,056302218,0563022,e,2,e,e,e,e,3,1,0,0,0,2,5,3
05630220502,056302205,0563022,e,e,e,e,5,e,3,1,0,0,0,3,5,3
05630220501,056302205,0563022,e,e,e,e,5,e,3,1,0,0,0,2,5,3
05630220301,056302203,0563022,1,e,e,e,e,e,,1,0,0,0,3,5,3
05630220302,056302203,0563022,e,e,e,e,5,e,3,1,0,0,0,3,5,3
05630221001,056302210,0563022,e,e,e,e,5,e,3,1,0,0,0,2,5,1
05630220901,056302209,0563022,1,e,e,e,e,e,,1,0,0,0,2,5,3
05630220902,056302209,0563022,1,e,e,e,e,e,,2,0,0,0,3,5,3
05630220802,056302208,0563022,1,e,e,e,e,e,,2,0,0,0,4,4,1
05630221502,056302215,0563022,1,e,e,e,e,e,,1,0,0,0,2,6,3
05630221501,056302215,0563022,e,2,e,e,e,e,3,1,0,0,0,2,5,3
05630230701,056302307,0563023,e,2,e,e,e,e,3,1,0,0,0,1,6,3
05630230702,056302307,0563023,e,2,e,e,e,e,2,1,0,0,0,2,5,1
05630230201,056302302,0563023,1,e,e,e,e,e,,1,0,0,0,3,4,1
05630230202,056302302,0563023,1,e,e,e,e,e,,1,0,0,0,3,5,2
05630231502,056302315,0563023,e,2,e,e,e,e,3,1,0,0,0,2,5,1
05630231302,056302313,0563023,1,e,e,e,e,e,,1,0,0,0,3,5,2
05630231301,056302313,0563023,1,e,e,e,e,e,,1,0,0,0,3,5,2
05630232001,056302320,0563023,1,e,e,e,e,e,,1,0,0,0,2,5,3
05630231402,056302314,0563023,e,2,e,e,e,e,3,1,0,0,0,2,6,3
05630231401,056302314,0563023,e,2,e,e,e,e,3,1,0,0,0,2,5,2
05630232202,056302322,0563023,1,e,e,e,e,e,,1,0,0,0,3,4,1
05630232201,056302322,0563023,1,e,e,e,e,e,,1,0,0,0,3,4,1
05630230501,056302305,0563023,e,e,e,4,e,e,2,1,0,0,0,2,5,3
05630231001,056302310,0563023,1,e,e,e,e,e,,1,0,0,0,1,5,3
05630231002,056302310,0563023,1,e,e,e,e,e,,1,0,0,0,3,4,1
05630230901,056302309,0563023,1,e,e,e,e,e,,1,0,0,0,3,4,1
05630232702,056302327,0563023,e,e,e,4,e,e,2,1,0,0,0,3,4,2
05630232701,056302327,0563023,e,2,e,e,e,e,1,1,0,0,0,3,4,1
05630231101,056302311,0563023,e,e,e,4,e,e,2,1,0,0,0,3,5,1
05630231701,056302317,0563023,1,e,e,e,e,e,,1,0,0,0,4,3,2
05630230301,056302303,0563023,1,e,e,e,e,e,,1,0,0,0,3,4,1
05630231902,056302319,0563023,e,2,e,e,e,e,3,1,0,0,0,2,4,3
05630231901,056302319,0563023,1,e,e,e,e,e,,1,0,0,0,3,5,3
05630232601,056302326,0563023,e,e,3,e,e,e,3,1,0,0,0,2,5,3
05630230801,056302308,0563023,1,e,e,e,e,e,,1,0,0,0,1,5,3
05630230601,056302306,0563023,1,e,e,e,e,e,,2,0,0,0,3,5,3
05630230602,056302306,0563023,e,2,e,e,e,e,3,1,0,0,0,2,6,3
05630232401,056302324,0563023,1,e,e,e,e,e,,1,0,0,0,2,5,3
05630232402,056302324,0563023,1,e,e,e,e,e,,1,0,0,0,1,6,3
05630231202,056302312,0563023,1,e,e,e,e,e,,1,0,0,0,1,5,3
05630231201,056302312,0563023,e,2,e,e,e,e,3,1,0,0,0,1,6,3
05630231802,056302318,0563023,1,e,e,e,e,e,,1,0,0,0,2,5,3
05630231801,056302318,0563023,1,e,e,e,e,e,,1,0,0,0,2,5,3
05630232302,056302323,0563023,1,e,e,e,e,e,,1,0,0,0,2,4,3
05630230401,056302304,0563023,1,e,e,e,e,e,,1,0,0,0,3,5,3
05630230402,056302304,0563023,1,e,e,e,e,e,,1,0,0,0,1,5,1
05630231601,056302316,0563023,1,e,e,e,e,e,,1,0,0,0,3,5,1
05630230102,056302301,0563023,1,e,e,e,e,e,,1,0,0,0,3,5,1
05630230101,056302301,0563023,1,e,e,e,e,e,,1,0,0,0,3,5,1
05630232102,056302321,0563023,1,e,e,e,e,e,,1,0,0,0,4,3,2
05630232101,056302321,0563023,1,e,e,e,e,e,,1,0,0,0,5,5,3
05630232502,056302325,0563023,1,e,e,e,e,e,,1,0,0,0,1,5,3
05630232501,056302325,0563023,1,e,e,e,e,e,,1,0,0,0,1,3,3
05634620301,056346203,0563462,e,2,e,e,e,6,,1,0,0,0,2,5,1
05634620302,056346203,0563462,e,2,e,e,e,e,2,2,0,0,0,3,4,3
05634622101,056346221,0563462,1,e,e,e,e,e,,1,0,0,0,1,6,1
05634622102,056346221,0563462,1,e,e,e,e,e,,1,0,0,0,1,6,1
05634620201,056346202,0563462,e,2,e,e,e,e,3,5,1,2,e,2,4,3
05634620202,056346202,0563462,e,2,e,e,e,e,2,5,1,2,e,3,4,3
05634620601,056346206,0563462,1,e,e,e,e,e,,5,1,2,e,2,4,3
05634621701,056346217,0563462,1,e,e,e,e,e,,1,0,0,0,1,6,2
05634621702,056346217,0563462,e,e,e,e,5,e,2,2,0,0,0,4,4,2
05634621301,056346213,0563462,1,e,e,e,e,e,,5,1,2,e,2,4,3
05634621801,056346218,0563462,1,e,e,e,e,e,,1,0,0,0,1,5,2
05634621501,056346215,0563462,1,e,e,e,e,e,,2,0,0,0,3,4,1
05634621101,056346211,0563462,1,e,e,e,e,e,,1,0,0,0,3,5,3
05634621901,056346219,0563462,e,2,e,e,e,e,3,1,0,0,0,2,4,1
05634621902,056346219,0563462,1,e,e,e,e,e,,1,0,0,0,1,6,2
05634622002,056346220,0563462,1,e,e,e,e,e,,3,0,0,0,4,4,3
05634622001,056346220,0563462,e,e,e,4,e,e,2,5,1,2,e,4,4,3
05634621601,056346216,0563462,1,e,e,e,e,e,,1,0,0,0,3,4,1
05634621602,056346216,0563462,1,e,e,e,e,e,,1,0,0,0,3,4,2
05634620701,056346207,0563462,1,e,e,e,e,e,,2,0,0,0,3,4,2
05634621001,056346210,0563462,e,2,e,e,e,e,2,2,0,0,0,3,4,3
05634621002,056346210,0563462,e,2,e,e,e,e,2,3,0,0,0,3,4,3
05634620401,056346204,0563462,e,2,e,4,e,e,,2,0,0,0,3,4,1
05634620901,056346209,0563462,e,2,e,e,e,e,2,5,1,2,e,3,4,3
05634620902,056346209,0563462,e,2,e,e,e,e,2,5,1,2,e,3,4,2
05634620101,056346201,0563462,e,2,e,e,e,e,2,1,0,0,0,1,4,2
05634620102,056346201,0563462,1,e,e,e,e,e,,1,0,0,0,1,6,1
05634620501,056346205,0563462,1,e,e,e,e,e,,1,0,0,0,3,5,1
05634621201,056346212,0563462,e,2,e,e,e,e,3,1,0,0,0,3,4,2
05634621202,056346212,0563462,e,2,e,e,e,e,3,1,0,0,0,1,5,1
05634621402,056346214,0563462,e,2,e,e,e,e,2,5,1,e,e,4,4,3
05634621401,056346214,0563462,e,2,e,e,e,e,2,5,1,2,e,4,4,2
05634620802,056346208,0563462,1,e,e,e,e,e,,1,0,0,0,1,6,1
05634620801,056346208,0563462,e,2,e,e,e,e,2,1,0,0,0,3,4,1
05634631401,056346314,0563463,e,e,e,e,5,e,2,2,0,0,0,1,6,3
05634630701,056346307,0563463,1,e,e,e,e,e,,1,0,0,0,1,6,3
05634630802,056346308,0563463,e,2,e,e,e,e,3,1,0,0,0,1,6,3
05634630801,056346308,0563463,1,e,e,e,e,e,,1,0,0,0,1,6,3
05634632502,056346325,0563463,e,e,e,e,e,6,2,2,0,0,0,3,5,1
05634632501,056346325,0563463,e,2,e,e,e,e,2,2,0,0,0,2,5,1
05634632201,056346322,0563463,1,e,e,e,e,e,,2,0,0,0,3,5,1
05634631502,056346315,0563463,1,e,e,e,e,e,,1,0,0,0,1,6,3
05634631501,056346315,0563463,1,e,e,e,e,e,,2,0,0,0,5,3,1
05634630302,056346303,0563463,1,e,e,e,e,e,,1,0,0,0,1,6,3
05634630301,056346303,0563463,1,e,e,e,e,e,,1,0,0,0,1,6,3
05634630201,056346302,0563463,e,e,e,e,e,6,2,5,e,2,3,2,5,3
05634631102,056346311,0563463,e,2,e,e,e,e,3,1,0,0,0,3,5,1
05634631101,056346311,0563463,e,2,e,4,e,e,,2,0,0,0,1,6,1
05634631801,056346318,0563463,1,e,e,e,e,e,,1,0,0,0,1,6,3
05634631802,056346318,0563463,e,2,e,e,e,e,3,2,0,0,0,1,6,3
05634630901,056346309,0563463,e,e,e,4,e,e,3,4,0,0,0,2,6,3
05634630902,056346309,0563463,e,2,e,e,e,e,3,3,0,0,0,3,5,1
05634630602,056346306,0563463,1,e,e,e,e,e,,1,0,0,0,1,6,3
05634630601,056346306,0563463,e,2,e,e,e,e,3,1,0,0,0,1,6,3
05634632301,056346323,0563463,e,2,e,e,e,e,3,1,0,0,0,1,6,3
05634632302,056346323,0563463,e,2,e,e,e,e,3,1,0,0,0,1,6,3
05634630501,056346305,0563463,1,e,e,e,e,e,,2,0,0,0,2,5,1
05634630101,056346301,0563463,1,e,e,e,e,e,,1,0,0,0,4,5,2
05634632001,056346320,0563463,1,e,e,e,e,e,,4,0,0,0,4,3,2
05634631002,056346310,0563463,1,e,e,e,e,e,,2,0,0,0,3,5,1
05634631702,056346317,0563463,e,2,e,4,e,e,,3,0,0,0,3,4,3
05634631701,056346317,0563463,e,2,e,4,e,e,,3,0,0,0,4,3,2
05634631301,056346313,0563463,e,2,e,e,e,e,3,2,0,0,0,3,5,3
05634631302,056346313,0563463,e,2,e,e,e,6,,2,0,0,0,4,3,2
05634630401,056346304,0563463,e,e,e,4,e,e,3,1,0,0,0,4,4,2
05634632702,056346327,0563463,1,e,e,e,e,e,,1,0,0,0,1,6,1
05634632701,056346327,0563463,e,2,e,e,e,e,3,1,0,0,0,2,6,1
05634631601,056346316,0563463,1,e,e,e,e,e,,1,0,0,0,3,5,1
05634631602,056346316,0563463,e,2,e,e,e,e,3,1,0,0,0,1,6,3
05634632601,056346326,0563463,1,e,e,e,e,e,,1,0,0,0,1,6,3
05634632602,056346326,0563463,1,e,e,e,e,e,,1,0,0,0,1,6,3
05634610801,056346108,0563461,1,e,e,e,e,e,,1,0,0,0,1,6,1
05634610802,056346108,0563461,1,e,e,e,e,e,,1,0,0,0,e,6,2
05634611602,056346116,0563461,e,2,e,e,e,e,3,3,0,0,0,1,4,3
05634611601,056346116,0563461,e,2,e,e,e,e,3,5,1,2,e,1,4,3
05634611501,056346115,0563461,1,e,e,e,e,e,,1,0,0,0,1,6,1
05634611502,056346115,0563461,1,e,e,e,e,e,,1,0,0,0,1,6,1
05634611401,056346114,0563461,e,2,e,e,e,e,3,3,0,0,0,3,4,3
05634611402,056346114,0563461,e,2,e,e,e,e,3,3,0,0,0,3,4,3
05634610302,056346103,0563461,1,e,e,e,e,e,,1,0,0,0,1,6,1
05634610301,056346103,0563461,1,e,e,e,e,e,,1,0,0,0,1,6,1
05634610402,056346104,0563461,1,e,e,e,e,e,,1,0,0,0,1,6,1
05634610401,056346104,0563461,1,e,e,e,e,e,,1,0,0,0,1,6,1
05634611102,056346111,0563461,e,2,e,e,e,e,3,2,0,0,0,2,4,3
05634611101,056346111,0563461,e,2,e,e,e,e,3,2,0,0,0,2,4,2
05634611201,056346112,0563461,e,2,e,e,e,e,3,3,0,0,0,2,4,3
05634611202,056346112,0563461,e,2,e,e,e,e,2,3,0,0,0,2,4,3
05634610502,056346105,0563461,1,e,e,e,e,e,,1,0,0,0,3,4,2
05634610501,056346105,0563461,1,e,e,e,e,e,,1,0,0,0,6,6,2
05634611701,056346117,0563461,1,e,e,e,e,e,,1,0,0,0,1,6,3
05634611702,056346117,0563461,1,e,e,e,e,e,,1,0,0,0,3,6,1
05634610102,056346101,0563461,e,2,e,e,e,e,2,3,0,0,0,3,4,3
05634610101,056346101,0563461,e,2,e,e,e,e,2,2,0,0,0,2,4,3
05634611301,056346113,0563461,e,2,e,e,e,e,3,3,0,0,0,2,4,3
05634611302,056346113,0563461,e,2,e,e,e,e,2,2,0,0,0,2,4,3
05634610202,056346102,0563461,e,2,e,e,e,e,3,3,0,0,0,3,4,3
05634610201,056346102,0563461,e,2,e,e,e,e,2,2,0,0,0,3,4,2
05634610602,056346106,0563461,e,2,e,4,e,e,,2,0,0,0,2,4,3
05634610601,056346106,0563461,e,2,e,4,e,e,,2,0,0,0,2,4,2
05634610901,056346109,0563461,e,2,e,e,e,e,2,2,0,0,0,1,4,2
05634610902,056346109,0563461,e,2,e,e,e,e,2,2,0,0,0,1,4,3
05634611002,056346110,0563461,e,2,e,e,e,e,2,2,0,0,0,2,4,3
05634611001,056346110,0563461,e,2,e,e,e,e,2,2,0,0,0,2,4,3
05634610701,056346107,0563461,1,e,e,e,e,e,,2,0,0,0,3,4,1
05634610702,056346107,0563461,1,e,e,e,e,e,,1,0,0,0,1,6,2
05160611001,051606110,0516061,e,e,e,e,5,e,2,2,0,0,0,3,5,1
05160612001,051606120,0516061,1,e,e,e,e,e,,2,0,0,0,3,5,2
05160612002,051606120,0516061,e,2,e,e,e,e,2,2,0,0,0,3,5,2
05160611901,051606119,0516061,e,e,e,e,e,6,2,2,0,0,0,4,4,2
05160611202,051606112,0516061,e,2,e,e,e,e,2,2,0,0,0,3,5,1
05160611201,051606112,0516061,e,2,e,e,e,e,2,2,0,0,0,3,5,1
05160610401,051606104,0516061,e,2,e,e,e,e,2,2,0,0,0,3,4,1
05160610402,051606104,0516061,e,2,e,e,e,e,3,3,0,0,0,4,3,2
05160610501,051606105,0516061,1,e,e,e,e,e,,1,0,0,0,2,5,2
05160610201,051606102,0516061,1,e,e,e,e,e,,2,0,0,0,4,4,2
05160610101,051606101,0516061,e,2,e,e,e,e,3,4,0,0,0,6,1,2
05160611301,051606113,0516061,e,e,e,e,e,6,2,2,0,0,0,5,3,2
05160611401,051606114,0516061,e,2,e,e,e,e,3,1,0,0,0,3,4,3
05160611402,051606114,0516061,e,2,e,e,e,e,3,1,0,0,0,3,3,3
05160611702,051606117,0516061,e,2,e,e,e,e,3,2,0,0,0,3,5,1
05160611701,051606117,0516061,e,2,e,e,e,e,2,2,0,0,0,3,5,2
05160610301,051606103,0516061,1,e,e,e,e,e,,5,e,2,e,3,4,2
05160611801,051606118,0516061,1,e,e,e,e,e,,2,0,0,0,4,4,2
05160610601,051606106,0516061,1,e,e,e,e,e,,2,0,0,0,3,5,1
05160610701,051606107,0516061,e,2,e,e,e,e,3,1,0,0,0,2,5,1
05160610702,051606107,0516061,1,e,e,e,e,e,3,1,0,0,0,2,5,1
05160610801,051606108,0516061,1,e,e,e,e,e,,2,0,0,0,3,5,1
05160610802,051606108,0516061,e,2,e,e,e,e,2,2,0,0,0,4,4,2
05160611601,051606116,0516061,e,2,e,e,e,e,1,5,e,e,3,4,,
05160611101,051606111,0516061,e,e,e,e,e,6,2,2,0,0,0,3,4,2
05160611501,051606115,0516061,e,2,e,e,e,e,3,1,0,0,0,3,5,2
05160611502,051606115,0516061,e,2,e,e,e,e,3,1,0,0,0,3,5,2
05160612101,051606121,0516061,1,e,e,e,e,e,,2,0,0,0,3,5,1
05160612102,051606121,0516061,e,e,e,e,5,e,2,2,0,0,0,3,4,2
05160630302,051606303,0516063,e,2,e,e,5,e,,2,0,0,0,3,4,1
05160630301,051606303,0516063,e,2,e,e,5,e,,1,0,0,0,3,5,2
05160632501,051606325,0516063,e,2,e,e,e,6,,3,0,0,0,6,1,2
05160632502,051606325,0516063,e,e,e,e,e,6,2,4,0,0,0,6,1,2
05160632701,051606327,0516063,e,2,e,e,e,6,,2,0,0,0,3,5,2
05160632702,051606327,0516063,e,2,e,e,5,e,,2,0,0,0,3,5,1
05160631901,051606319,0516063,1,e,e,e,e,e,,1,0,0,0,2,5,1
05160631902,051606319,0516063,e,2,e,e,e,e,2,1,0,0,0,3,4,1
05160630501,051606305,0516063,1,e,e,e,e,e,,1,0,0,0,3,4,1
05160632001,051606320,0516063,1,e,e,e,e,e,,1,0,0,0,2,5,3
05160632002,051606320,0516063,e,2,e,e,e,e,3,1,0,0,0,2,5,3
05160631702,051606317,0516063,1,e,e,e,e,e,,4,0,0,0,5,3,2
05160631701,051606317,0516063,e,e,e,e,e,6,2,3,0,0,0,5,3,2
05160630201,051606302,0516063,1,e,e,e,e,e,,1,0,0,0,2,5,3
05160630202,051606302,0516063,1,e,e,e,e,e,,3,0,0,0,3,5,3
05160630701,051606307,0516063,e,2,e,4,e,e,,2,0,0,0,5,3,1
05160630702,051606307,0516063,e,2,e,4,e,e,,2,0,0,0,3,5,2
05160630401,051606304,0516063,e,e,e,e,e,6,2,1,0,0,0,4,3,2
05160632901,051606329,0516063,e,e,e,e,e,6,2,2,0,0,0,4,4,2
05160632302,051606323,0516063,1,e,e,e,e,e,,2,0,0,0,3,5,1
05160632301,051606323,0516063,e,e,e,e,e,6,3,2,0,0,0,3,5,1
05160631001,051606310,0516063,1,e,e,e,e,e,,5,e,e,3,4,3,2
05160631401,051606314,0516063,1,e,e,e,e,e,,2,0,0,0,3,5,2
05160631201,051606312,0516063,1,e,e,e,e,e,,2,0,0,0,3,4,1
05160632201,051606322,0516063,1,e,e,e,e,e,,2,0,0,0,3,5,1
05160632202,051606322,0516063,e,2,e,e,e,e,3,2,0,0,0,3,5,1
05160630601,051606306,0516063,e,2,e,e,e,e,3,1,0,0,0,3,5,1
05160630602,051606306,0516063,e,2,e,e,e,e,3,2,0,0,0,3,3,2
05160632801,051606328,0516063,e,e,e,e,5,6,,2,0,0,0,3,5,2
05160632802,051606328,0516063,e,e,e,e,5,e,2,2,0,0,0,3,5,2
05160630101,051606301,0516063,1,e,e,e,e,e,,4,0,0,0,4,3,2
05160631501,051606315,0516063,e,2,e,e,e,e,2,1,0,0,0,2,5,3
05160631502,051606315,0516063,e,e,e,e,e,6,2,1,0,0,0,3,5,2
05160631801,051606318,0516063,1,e,e,e,e,e,,2,0,0,0,3,3,2
05160631602,051606316,0516063,e,2,e,e,e,e,2,1,0,0,0,3,5,2
05160631601,051606316,0516063,e,2,e,e,e,e,1,1,0,0,0,4,4,2
05160631102,051606311,0516063,e,2,e,e,e,e,3,4,0,0,0,4,3,2
05160631101,051606311,0516063,1,e,e,e,e,e,,4,0,0,0,5,2,1
05160632102,051606321,0516063,e,2,e,e,e,e,2,1,0,0,0,4,4,1
05160632101,051606321,0516063,e,2,e,e,e,e,2,1,0,0,0,5,4,2
05160630901,051606309,0516063,1,e,e,e,e,e,,3,0,0,0,3,3,1
05160630902,051606309,0516063,e,2,e,e,e,e,1,3,0,0,0,5,2,2
05160632602,051606326,0516063,e,2,e,4,e,6,,2,0,0,0,2,5,3
05160632601,051606326,0516063,e,e,e,e,e,6,2,2,0,0,0,3,4,2
05160630802,051606308,0516063,e,2,e,e,e,e,2,3,0,0,0,4,3,1
05160630801,051606308,0516063,e,2,e,e,e,e,2,5,e,e,3,3,3,1
05160632402,051606324,0516063,e,2,e,e,e,6,,1,0,0,0,2,5,1
05160632401,051606324,0516063,e,2,e,e,e,6,,1,0,0,0,4,4,2
05160631302,051606313,0516063,e,2,e,e,e,e,3,3,0,0,0,3,4,1
05160631301,051606313,0516063,e,2,e,e,e,e,3,3,0,0,0,3,3,2
05160620302,051606203,0516062,e,2,e,e,e,e,2,2,0,0,0,3,5,1
05160620301,051606203,0516062,e,2,e,e,e,e,3,2,0,0,0,3,5,1
05160621701,051606217,0516062,1,e,e,e,e,e,,1,0,0,0,3,3,2
05160621501,051606215,0516062,e,e,e,e,e,6,2,2,0,0,0,4,3,2
05160620502,051606205,0516062,e,2,e,e,e,e,3,2,0,0,0,3,5,1
05160620501,051606205,0516062,e,2,e,e,e,e,2,3,0,0,0,3,5,2
05160620202,051606202,0516062,e,2,e,e,e,e,2,3,0,0,0,3,3,2
05160620201,051606202,0516062,e,2,e,e,e,e,2,3,0,0,0,4,4,2
05160622001,051606220,0516062,e,2,e,e,e,e,2,3,0,0,0,4,4,1
05160622002,051606220,0516062,e,2,e,e,e,e,3,2,0,0,0,3,5,2
05160620601,051606206,0516062,e,2,e,e,e,e,3,2,0,0,0,3,3,2
05160620602,051606206,0516062,e,2,e,e,e,e,3,2,0,0,0,4,2,2
05160621301,051606213,0516062,e,2,e,e,e,e,2,2,0,0,0,4,5,1
05160621302,051606213,0516062,e,2,e,e,e,e,2,2,0,0,0,4,4,2
05160621402,051606214,0516062,e,2,e,e,e,e,2,3,0,0,0,3,3,2
05160621401,051606214,0516062,e,2,e,e,e,e,3,3,0,0,0,3,3,2
05160621902,051606219,0516062,e,2,e,e,e,e,2,2,0,0,0,3,5,1
05160621901,051606219,0516062,e,2,e,e,e,e,2,2,0,0,0,3,4,2
05160622101,051606221,0516062,1,e,e,e,e,e,,2,0,0,0,4,4,2
05160620401,051606204,0516062,e,e,e,4,e,e,2,2,0,0,0,3,3,2
05160620402,051606204,0516062,1,e,e,e,e,e,,2,0,0,0,3,3,2
05160620102,051606201,0516062,1,e,e,e,e,e,,4,0,0,0,4,3,1
05160620101,051606201,0516062,1,e,e,e,e,e,,3,0,0,0,4,3,1
05160620802,051606208,0516062,e,2,e,e,e,e,3,2,0,0,0,3,5,1
05160620801,051606208,0516062,e,2,e,e,e,e,3,2,0,0,0,3,5,1
05160621801,051606218,0516062,1,e,e,e,e,e,,3,0,0,0,3,4,1
05160620701,051606207,0516062,e,e,e,e,5,e,2,2,0,0,0,4,5,2
05160622301,051606223,0516062,e,2,e,e,e,e,3,3,0,0,0,3,3,1
05160622302,051606223,0516062,1,e,e,e,e,e,,3,0,0,0,3,3,2
05160622201,051606222,0516062,e,2,e,e,e,e,2,2,0,0,0,3,5,1
05160622202,051606222,0516062,e,2,e,e,e,e,2,2,0,0,0,3,5,2
05160622501,051606225,0516062,1,e,e,e,e,e,,2,0,0,0,3,5,1
05160621201,051606212,0516062,e,2,e,e,e,e,3,2,0,0,0,4,3,2
05160621202,051606212,0516062,e,2,e,e,e,e,3,3,0,0,0,4,3,1
05160621602,051606216,0516062,e,2,e,e,e,e,3,2,0,0,0,3,4,1
05160621601,051606216,0516062,e,2,e,e,e,e,3,2,0,0,0,4,3,2
05160620901,051606209,0516062,e,e,e,e,5,e,2,2,0,0,0,4,4,2
05160622402,051606224,0516062,e,2,e,e,e,e,2,2,0,0,0,3,5,3
05160622401,051606224,0516062,e,2,e,e,e,e,2,2,0,0,0,3,5,2
05160621001,051606210,0516062,1,e,e,e,e,e,,2,0,0,0,3,3,2
05160621102,051606211,0516062,e,2,e,e,e,e,2,2,0,0,0,3,5,1
05160621101,051606211,0516062,e,2,e,e,e,e,2,2,0,0,0,3,4,2
05660430801,056604308,0566043,e,e,e,4,e,e,1,2,0,0,0,6,1,2
05660430701,056604307,0566043,1,e,e,e,e,e,,1,0,0,0,3,3,1
05660430201,056604302,0566043,e,2,e,e,e,e,2,1,0,0,0,2,5,1
05660430202,056604302,0566043,e,2,e,e,5,e,,1,0,0,0,4,4,2
05660431801,056604318,0566043,e,e,e,e,e,6,3,2,0,0,0,6,2,1
05660431401,056604314,0566043,1,e,e,e,e,e,,1,0,0,0,2,5,1
05660431001,056604310,0566043,e,2,e,e,e,6,,2,0,0,0,2,5,1
05660431002,056604310,0566043,e,e,e,e,e,6,3,2,0,0,0,2,5,1
05660431301,056604313,0566043,1,e,e,e,e,e,,1,0,0,0,3,4,1
05660431302,056604313,0566043,e,e,e,e,5,e,2,1,0,0,0,4,4,2
05660431901,056604319,0566043,e,2,e,4,e,e,,2,0,0,0,2,6,3
05660431902,056604319,0566043,e,2,e,4,e,e,,1,0,0,0,1,6,3
05660431102,056604311,0566043,1,e,e,e,e,e,,1,0,0,0,3,4,3
05660431101,056604311,0566043,1,e,e,e,e,e,,1,0,0,0,1,1,3
05660430402,056604304,0566043,e,e,e,e,e,6,2,1,0,0,0,3,5,1
05660430401,056604304,0566043,1,e,e,e,e,e,,1,0,0,0,3,5,1
05660432302,056604323,0566043,e,2,e,e,e,6,,1,0,0,0,1,6,3
05660432301,056604323,0566043,e,2,e,e,e,6,,1,0,0,0,1,6,3
05660432701,056604327,0566043,e,e,e,e,5,e,2,2,0,0,0,4,4,2
05660433602,056604336,0566043,e,2,e,e,5,e,,1,0,0,0,4,3,1
05660433601,056604336,0566043,e,2,e,e,5,e,,1,0,0,0,4,4,1
05660432602,056604326,0566043,1,e,e,e,e,e,,2,0,0,0,4,4,2
05660432601,056604326,0566043,e,2,e,e,e,e,3,1,0,0,0,3,5,2
05660431601,056604316,0566043,e,2,e,e,5,e,,1,0,0,0,2,5,1
05660431602,056604316,0566043,e,2,e,e,5,e,,1,0,0,0,3,4,1
05660431202,056604312,0566043,e,e,3,e,e,e,3,1,0,0,0,2,5,3
05660431201,056604312,0566043,e,2,e,e,e,e,1,1,0,0,0,1,6,3
05660432901,056604329,0566043,e,e,3,e,e,e,3,1,0,0,0,2,5,3
05660432902,056604329,0566043,e,e,3,e,e,e,3,1,0,0,0,2,5,3
05660432801,056604328,0566043,e,2,e,e,e,e,2,2,0,0,0,3,4,2
05660432802,056604328,0566043,e,2,e,e,e,e,2,1,0,0,0,3,4,3
05660430901,056604309,0566043,e,e,e,e,5,e,1,2,0,0,0,4,2,1
05660432101,056604321,0566043,e,e,e,e,e,6,1,2,0,0,0,4,4,2
05660432102,056604321,0566043,e,e,e,e,e,6,2,1,0,0,0,4,4,2
05660432502,056604325,0566043,e,2,e,e,e,6,,1,0,0,0,2,5,3
05660432501,056604325,0566043,e,2,e,e,e,e,2,1,0,0,0,2,4,3
05660433301,056604333,0566043,e,e,e,e,5,e,2,3,0,0,0,5,2,2
05660433302,056604333,0566043,e,e,e,e,5,e,2,2,0,0,0,3,4,2
05660430102,056604301,0566043,e,2,e,e,e,e,2,1,0,0,0,2,5,1
05660430101,056604301,0566043,1,e,e,e,e,e,,1,0,0,0,2,5,1
